time,treated,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,treated_zero_effect,treated_small_effect,treated_large_effect
121,12.96530627260263,10.984137848820561,14.475340842443206,14.696437312275282,11.609831607343375,12.821702755461546,13.34629999606142,14.501191423969377,15.04969275435673,14.210217095680617,13.681722021682633,11.267525520215376,11.793955128058768,16.038065360903108
122,14.141397155468049,13.603163752154959,12.491035851520927,13.366927373764161,11.991814577894287,12.260680771985472,13.915645407739017,14.344201103951875,14.469501221940908,14.705982833327083,16.059228934575202,10.128675319132773,10.903628487130096,15.484328795480717
123,12.75907446860386,12.470233061019588,13.731570950954357,12.840899471191136,14.103264094022716,12.929069960058081,16.102270358611865,14.19740687210048,15.046501643826202,14.874688194729199,14.491855914461006,10.557303727618622,11.579623432055575,15.5586578537028
124,13.773428546900135,11.498491348952049,13.425375949585149,13.909405581183488,13.550865438127943,13.646873027126203,15.707543170100712,13.526035411133325,14.644474414810121,14.095101686917761,17.053297776217548,10.108764707150977,12.517041334874987,15.171174052282826
125,14.595227812904989,12.962103474263271,14.168631557532349,10.888864690992115,13.216016663647322,15.494557863517787,14.436323669674032,14.019324923133226,12.624533433646128,15.548280433843859,16.28004806571465,9.839988744389647,11.04030770420679,15.341963571986476
126,13.024731837434656,12.71905969557347,11.855076539419896,13.355614558108565,13.438433933065394,13.202388700963827,14.0580034781682,12.627043185804613,13.680664606181244,14.799051851392218,14.772678104341248,10.214115454547358,10.254856238626834,15.82788557488557
127,13.256851135198612,11.939783122841204,13.526051459998438,13.910865193886966,13.78758170536167,13.963787951638897,14.16003132671826,14.24166037320525,14.495912444278384,15.359532443907026,16.52101636173511,10.521481601475793,11.396997889059945,16.141942218584408
128,13.609825682543821,12.62980208499002,13.918424486849588,11.68141375422016,12.92024031969064,13.743577103927247,14.673517972730417,13.371408892849082,13.450305257158893,14.0725078221979,15.327855510527403,10.34534888774137,12.110479817499286,15.4902768621595
129,13.328262172941901,12.19468640313824,11.121260513576887,14.323754043206929,12.701695274597688,14.968393273448083,13.057207434801594,13.276410682784228,15.279928729996204,14.54254169967659,16.13277367512222,10.233789510063072,12.559173727110297,15.354905367574295
130,12.824668284466933,12.713517345251248,11.716741487334225,13.538496407494414,13.695845255097682,16.326932425873622,13.842623462576654,14.579894151153479,16.2307508323437,15.722381357827771,15.784732817294474,9.896841268164083,10.98522520277379,15.600263979428298
131,13.654281487403013,13.282130674521047,10.880767822239902,12.8047120860992,12.54162722238497,13.289131227079679,12.451415926122412,15.812002286344601,15.938761851697317,14.647166847908235,14.473643345009126,10.578447213685651,11.86834961161826,15.920603374464557
132,13.108848143136948,14.226016816145354,12.670593165555443,13.872781866106285,13.948252755714472,13.350560557481778,14.53922312260528,15.358316606002312,14.526557129069792,16.766963851233406,14.696450167682539,9.8876398129845,11.407344771609974,14.91807259193323
133,13.896796215317591,11.42218450117315,13.677542255795963,15.530692857804395,11.85741639576216,14.90416087706907,14.80719593970274,12.889499396376824,16.250726136849952,14.660363814385398,16.389960817581162,11.040027981844801,11.607025822847932,14.511909523431381
134,13.220287882883099,14.813033374656266,14.48235705209603,13.461866255058494,14.609155637325644,14.56189148962631,13.696813537700626,13.490371863429662,14.928667457202112,15.304684725751885,15.045224667893459,10.721219876467252,13.002171673508517,15.404731575254209
135,14.474967202508768,10.747912200477497,13.074094780419776,13.548220586300335,14.072597482413043,15.746707325736033,15.773986763290033,15.440771187988215,14.46291402888196,16.03259083187309,14.996351536758002,9.971224250267534,10.948514835802422,15.08964378704292
136,13.328373353831882,12.568214904964417,14.648615545571293,12.860639100459757,13.876029734313876,14.503928185325965,12.994234336997659,13.53751260646169,14.20659733645906,13.70163426706697,14.464877420650646,10.565395461475068,11.846869830747288,15.465929901176345
137,13.578969241897163,13.328317206484577,11.65989854178511,12.490155630535208,14.622690983945514,13.58070790921294,12.77562511979018,14.315366850002974,14.537530313511871,13.379191188019226,15.86359906559346,10.363921797204709,11.973846585882717,15.666109840591265
138,14.166758608684834,13.040991867735032,11.356617560644846,14.190335816544245,15.325474444462577,14.550654830692308,14.484451818559972,15.11005209902455,14.47182318145877,13.634343685429906,17.522524919243146,10.91958725520959,12.302893162469672,15.533375795488492
139,13.164567841783022,12.157300480179407,13.024452301103382,12.523916174091134,14.694370065018132,15.088703580582909,15.327098302612155,13.611655545136365,15.050416222375489,16.442584103427183,14.412467085745728,11.450225223011572,11.828991576735447,16.506233767235372
140,13.913729967302066,12.591877749642725,13.484065448939308,13.471566237219394,11.859125768668356,14.820482181197365,15.98392769145787,14.705375506145959,15.060573981049865,14.648141854107555,15.524219456672759,9.862413765177129,11.954025269752051,15.963372382301161
141,14.473571377141214,12.326999065341168,13.087305251905908,12.942342553234884,12.440423033264299,14.527274031107297,13.86111573713106,13.285974505081796,14.923046020153414,17.77819928566825,16.93222055541543,10.877513039573708,11.624175716289106,15.970237179805414
142,13.036258382719385,12.250635243055788,11.072557899960124,13.91897982574639,13.115181422304321,15.106674689589154,15.418680833431296,14.038632356048787,15.37693816974635,14.675752401342612,15.460358608754284,10.75993360221668,11.974563470622554,16.1511035720217
143,13.952316929266152,13.709602097021024,13.070879960487211,13.793662105286947,13.786091050210834,15.229295590445671,14.321491530499292,14.979781934142537,16.150646274786343,15.444551303197036,16.012371796249735,11.195670038225233,11.688403862251294,15.290583441109614
144,14.009941397124212,13.237015485965046,11.875530499495147,14.517539944257898,14.297659020469123,15.462158991037526,14.20737270005918,13.087006266468329,15.929554135441322,16.822109952567875,14.517606471853119,10.986598314118845,12.190785944928026,16.399555893710136
145,14.290911435888656,12.207090404739347,13.869672548830039,12.989983601145253,13.074256186846535,14.748709887589643,15.283659937486673,15.1404747379604,13.515102031550096,17.30609288815912,16.028307097207648,10.52401533413059,11.715194831978183,15.86211785673227
146,13.30152464456096,13.819599875433251,13.586598246096848,13.250125064706628,14.006766764477078,13.952881919683145,15.07232287841342,14.700362201073318,12.466078865098044,17.381503576636398,15.432855734995451,10.760473032166692,12.108550196951093,16.255240308620607
147,13.279771693457862,13.24729952087661,12.300120213672646,12.561236284217692,13.084617067646677,14.286713686433322,12.86360784301575,15.292489954417146,15.974319911239272,16.548366230593142,16.625729995679862,10.541987071598255,11.92536859315751,15.404071383479922
148,14.22097078280845,13.772862118838962,12.746133082663308,13.115706739923889,13.248482197008054,15.366508966508357,15.936540349725897,14.983914134064662,13.69312130158458,16.384062525811462,16.84738605156475,11.4980035692993,12.523025125386084,15.18312061699197
149,14.128492336616594,13.609628841923612,12.22078647811105,13.957300493044853,12.47333890315178,13.363064329012763,15.860091354147452,16.144140429973845,14.855234598107316,15.972526949201184,18.269563642018614,10.990655824335972,11.954303138205757,16.388944829012516
